"","D3.NONE.1","D3.NONE.2","D3.NONE.3","D7.NONE.1","D7.NONE.2","D7.NONE.3","D11.NONE.1","D11.NONE.2","D11.NONE.3","D3.1.1","D3.1.2","D3.1.3","D7.0.1.1","D7.0.1.2","D7.0.1.3","D7.1.1","D7.1.2","D7.1.3","D7.10.1","D7.10.2","D7.10.3","D11.1.1","D11.1.2","D11.1.3"
"TBC1D1",7.05011246254649,7.65602729686885,7.96770233365465,6.6683707515562,7.29722082144458,6.67931615414193,6.03341164329568,6.41861702894754,6.23131667744246,5.18733013172766,5.99992179573461,6.29099403758841,5.36720291871036,4.60917236196324,5.8810402899891,5.02769628774767,5.54147262445355,6.21965931990773,5.32440108897777,5.50130238629697,6.50012609605915,4.94152483551055,5.90209374680927,6.12050244031123
"RHOBTB2",7.13192843668936,7.2778685430144,7.20733424028375,7.76000715617402,7.29809244352799,7.15121456276546,7.42288913629915,7.68311374988875,7.5513167386724,8.44683006046174,8.70750328884611,8.74650564268192,7.96474189127785,7.92575251226654,7.64190236696012,7.64504798613125,7.60999385562364,7.36096826223166,8.45168837855363,8.55147959501933,8.94875813260489,7.29205124800787,8.25417393893493,7.83003046951806
"DNAJC9",5.93330290035245,6.54569779868725,6.53335082773172,5.32869309213286,6.34758132523478,6.01449212698531,5.63399698513367,6.40319548686837,5.6951222863401,4.2485716377622,4.35764346962693,5.31843196983252,5.20195484410819,4.89074564414513,5.60108456141468,4.79295311673708,5.35883428313684,5.26578601093027,5.37953073744163,5.27552135482204,4.99765333602765,4.69809142796884,5.38109515105771,5.58004534240911
"SIK2",8.05285000981658,8.18018010340466,8.36174759267278,7.87274535247123,8.4264929226072,8.50210017223092,7.87161745384741,8.25010984818927,8.46529587326636,9.63006828507766,10.0212302676292,9.87069177720729,9.34624718857211,9.19202797350819,9.43310549734024,9.41619097226564,9.56855608293989,9.49997255730707,9.42220870793465,9.73540599019552,10.0985754957011,8.07592677877235,10.09675200291,10.0172591894507
"PLCB1",8.27337000855215,8.49880070602826,8.3142984377791,7.91319096930761,8.36914187670766,8.69989899478242,8.37629154046167,8.52364195660851,8.68459630263006,7.04045375769479,7.06826162806288,6.8012311181467,6.95152599793377,6.57043289341646,7.43688054394542,6.00162486348878,6.37841393117708,6.75187680218502,5.92887212783316,5.94607293285732,6.16613769444077,6.35447670488391,6.87095251698324,6.96539866487091
"PHLPP1",7.68036957364093,7.64182267103241,7.42994817608163,7.11553625324058,7.6718734324903,7.61239471162099,7.91239020258899,7.61908902143957,7.79123050366903,5.78497144887338,6.43499995745951,6.7265805128805,5.98751718097176,5.69779543132514,5.76242219817887,5.64490646569613,5.84863172193244,6.10118326988829,6.10923055131803,5.95527899255695,6.01119056364963,6.2387424187217,6.2407228863763,5.87827269638916
"DNMBP",9.12239597970238,9.15660980972221,9.35536128326118,9.15513034654341,9.61675028703789,9.62700041684815,9.40752050744879,9.79551255928967,9.77271339613657,7.85706508931647,8.17218457591409,8.34421057112593,8.18918193016462,7.88875453326668,8.38377604924993,8.35856996136331,8.42461382221526,8.42894343895175,7.46017335846852,8.30204042881168,8.2119375796891,6.58658175171119,8.10996909884591,8.16430886297782
"FMO3",4.09712418425486,4.72713168534326,4.26661105915029,5.3529233875321,5.50038436423887,5.88638399708449,5.81719350494705,6.25365616003259,6.40506711212447,4.08266814238422,4.68379740378561,4.42371911351481,5.40501168220727,4.75775685310957,6.19414024812638,5.73892160651977,5.04492641118472,5.5922408637623,4.58490233533713,4.84521664447707,5.02147519135222,5.92209356380414,4.93141199522345,5.63888327940978
"ADGRL3",7.97561116710266,8.351376802378,8.78707931790273,8.59756261322726,8.74576545788647,9.56588217775467,9.06080412076656,9.48794846757555,9.51310940659933,9.37419262547254,9.38842578152095,10.1037244484524,8.87813146177585,8.25367288705918,9.45560847817644,8.34483839299728,8.55983957775662,8.88428348476008,8.16096108504898,8.68442456626245,9.60892597839588,7.94232120784162,9.67639227420688,9.65422952162971
"NEMP1",8.16879291838278,8.43132168768346,8.40174215407578,7.32679999238828,8.31636382331401,8.32130957082371,7.58381282716373,8.27126303691463,8.21588319359529,6.88227612927792,6.79211297377397,7.07797415513966,6.62887462125769,6.59868947770583,7.73118948347156,7.44383152891023,7.52491128356754,7.37041417686898,6.37625948743001,6.92388973660534,6.83019279996637,4.80522758637722,7.11138705411817,7.05821122911461
"DOCK9",6.58274679949654,6.4534482341467,6.25646328609998,6.6625216325157,6.49416942961299,6.30086363924006,6.13342001781127,6.06698736882985,6.32825493583222,5.2400018718009,5.20986569272673,5.30438101571054,5.76541341232866,4.89226828710452,5.73580131942653,6.02167773291612,6.25355190717792,5.67627363343727,5.32552820839048,5.47836173835774,5.33417016319314,5.43420365304737,5.9004937431607,5.60012212333416
"FN1",11.8097803439013,11.6497484884055,12.0363059534801,11.2908815228583,11.3342411061602,11.7499790266329,11.6792794624143,11.5761485361593,11.6077992617108,10.3415967745661,10.2473815080977,11.0496065474487,10.4170646698162,9.81493960516664,11.1542145655259,10.2012950656454,10.0115335066784,10.4510685006254,9.42994238147713,9.20339076079763,10.4507502534176,9.9668869818232,10.0852644209644,10.5524347310584
"NCAPH",7.63679826943926,8.08463913145718,7.88971313105495,6.12107699377776,7.63769450988201,7.23183402561427,6.24838738844863,7.14197152954256,6.8300212707744,4.52687767529686,4.15194049704661,3.60941827091375,4.4817386966345,3.79862144279157,6.4324641529983,5.29315612228776,5.77334695997796,4.85746596887465,4.70525584728567,3.78070224038044,4.2495862919925,3.7599410332436,4.37166211806292,4.16250139504854
"ITGB3BP",5.90288949454698,7.02910494414668,7.22555567228144,4.63754878687791,7.19182901623937,6.94273520347989,5.50485481696573,6.90313887551376,6.81866112684563,4.37082664485562,5.12869978613345,5.28326084457441,3.88459862590266,3.45544612827745,5.9112151820541,4.12084097051475,4.9519368313598,5.46849327292249,3.97625602641895,4.7976919913441,5.72785025325052,3.75143311989168,6.24962410250663,5.6328719797507
"TMED3",8.01160863218042,8.03022300440168,7.88280689190538,8.42566356179036,7.86274804903936,8.15937290933368,8.12407098535157,8.34991011937084,8.08097571638884,9.11988782292761,9.3345952671901,9.20771885856137,9.28881674936085,9.24567589234162,9.29811825490311,9.44275247530317,9.41665718976035,8.7334720571873,9.13070837242683,8.88467085784804,8.99434282735215,9.438948551292,9.409257205446,9.40540072666583
"SLC7A8",5.73319532830793,5.28335431869965,5.19375259526074,5.24078381963522,5.90963964833379,5.39605321518742,4.75055628947327,4.80167930947481,5.29353062353623,9.06816467975229,9.36702100859198,9.15545163948561,8.00744537147664,8.05372192575583,7.58973042559805,8.58172581318195,8.90981631624614,8.57106523810453,9.98701217417842,10.1216555704062,10.5353685348111,8.53408527485456,9.47905481811075,9.26720553085103
"ABCA6",5.29970114080359,5.47819769428079,5.11358855520441,6.61195262693569,7.81217655587656,7.91325318108438,8.46602404275994,8.90444418959086,8.9583749279227,8.7103130453369,8.81148123175121,9.07110289311284,8.65784399782912,8.08341725477208,9.03512831135916,8.08619634890519,7.69610492662348,9.28104870504649,7.9316112178319,8.72633707918719,9.18119194194809,7.12045598568633,8.82137831368184,9.29238818768808
"ETHE1",8.81973806855205,8.67331163579427,8.65587704850889,8.89297777100094,8.63981544609481,8.34132404957198,8.38210184173285,8.27351528758127,8.2153433400741,7.76088534655532,7.69769638128872,7.5254627934989,7.75779801955103,7.8105760992694,7.85212750385037,7.79546434943185,7.97608966981112,7.41821223475613,7.47233623051104,7.28246343363197,7.66972913710946,7.62437702190987,8.00962921739317,7.92072594010074
"MMD",5.85062315040035,5.8988882325054,5.66408132177435,4.36191936176259,5.62402574187059,5.43199687616027,5.58313494569488,5.78903840825117,6.05757112277422,7.02131668410267,6.85970574292148,6.63103853610512,7.020327175837,6.71803154526506,6.53753030180683,7.18129433782206,7.60046658033177,7.26723492248635,7.81110634321808,7.85957445011307,8.27434718915987,6.32414143958986,7.58642920436026,7.52013991691302
"FOSL2",8.74266762058932,8.46747175556728,8.33756080918337,8.9408471338853,8.47315071913271,8.37015947649726,8.85363435944788,8.67936305405787,8.71707649881293,10.0707977275893,10.1718941460825,9.83645286711686,9.7494407779083,9.69681360968773,9.21216202510739,10.0170706058847,10.3303096432971,9.26027401703958,9.91796635760145,9.52282600024,9.77384393893219,9.76899848772315,9.99514087700149,9.77528053152155
"TSPAN12",5.6551406267483,4.99666735727903,5.47520409531963,5.41412628220523,5.7697659826028,5.88905892393562,5.20764937882866,5.89384781186715,5.75219459122992,6.70799377877987,6.85852333117934,6.62262380375147,6.63099095082749,6.84140365952258,7.01494597307651,6.56359709473481,6.88742485563216,6.85543114537807,6.7945613691521,7.3712191663171,7.20723849866909,6.62301923360245,7.67882893993672,7.39161661829288
"ORC6",4.93557106743143,5.80336468883923,5.6059592171155,4.49298235147621,5.13781804048973,4.98947376805407,4.31217507066823,4.94052339489983,4.56335414281395,3.95872211481369,4.09392873467128,3.63406225886649,4.2000174094051,4.88151529871105,4.95775967354166,4.31883191568364,3.99852259972584,4.22790227389442,3.67612080679097,4.11954386367397,4.03356712228586,4.01786664501937,3.72242134278184,3.67756499926676
"POLA2",7.09613599378328,7.20693217577493,6.97577321664856,6.81296419117757,6.72273142264388,6.40631550212508,6.4786660273135,6.85589675508376,6.53923876788836,5.75463559748712,5.79627107198551,5.71354717252678,5.72472851050287,5.23610310276728,6.26369406016247,5.87161370870153,6.13640352619035,5.40737353293302,5.96241483581306,5.42660448275782,5.83035626523404,4.1972479978065,6.14525150530992,5.96100348217317
"RAB38",5.78270691805453,6.3885850665565,5.86942975401658,5.6902284777733,6.45619453664286,6.43215628411835,6.0052349472155,6.33219222087958,6.81810957150092,4.85692154099508,5.05711376699748,4.58441122968239,4.64065042787666,5.008203308522,5.18690335179606,4.1146923071215,4.88481902225277,5.24304397529781,4.84698375050128,5.20641161233415,5.31493317548982,5.89836712251405,4.8976684981483,4.92009658457808
"CADM1",4.50988259796855,4.91265487850213,4.60462053299123,4.03149115732175,4.59016578768012,4.56449898536322,4.33119180065778,5.12020719683369,4.60140588469701,6.26770738049547,6.46310645301946,6.23724565528448,6.42359787600973,6.40026428918842,6.85489030323836,6.5350867050305,6.82189217262258,6.08335122339063,6.22969982825944,6.69320931475183,6.54592390556761,5.67871275143811,7.51773729716995,6.74066024105779
"APOL2",6.46427261832481,6.79980554929187,6.9276661029053,6.41929254039406,7.22688315977285,6.95535112320054,6.49859595459927,7.34528699686056,7.24814850976358,4.56624635864662,4.86717726328304,5.41526559688737,5.13027908837779,5.27550172917354,5.91701184532395,4.29034396489447,3.83282363131583,4.14071078345428,4.35077844231586,4.373682112776,4.65887544523321,3.97858885541238,5.26866561810199,5.61050903251131
"ABCA4",5.06733769313259,4.76774979260338,4.97660229938599,5.15703249684294,5.17901479106238,5.55542809215782,5.49619925382009,5.42814609533255,5.5691154811752,7.28061104874012,6.99953859798283,7.53492347529421,6.40775928145778,6.34113613239579,6.34406136419305,6.30523761145369,6.42769180899873,6.42910939628615,6.60613189361877,6.48864130218203,6.7156750446157,6.50567034908589,6.39573726647191,6.43273868801215
"ALOX5AP",5.08128441395959,4.92139020543405,4.46328421919726,4.55290374460466,4.42674770150243,5.23868250273699,5.45508733496205,4.58733836606848,4.54668786642527,7.01013704697369,6.3881718191886,6.85015852106067,6.31656531669315,5.99531877824532,6.52703604250238,6.55479203280242,6.44623947765615,7.01874461358309,6.20034181355703,6.49717817972245,6.68462284073743,5.8469823787303,6.62367379727599,6.96821075527776
"KIF4A",6.69709800743602,7.13478027220539,6.97221063282344,5.60891772266409,7.21570485224891,6.5024103280597,5.67866086185162,6.44312605726557,6.50712115729602,3.92451201479446,4.04867005918585,4.08489777117228,4.28831571409242,4.31686525472533,5.79863296955527,4.75780118271717,4.79661053637245,5.28281203859938,4.53412572321857,4.31272000784131,4.55352208396128,4.31260497996951,4.3230998538732,3.96429022784489
"CENPI",6.29686371120107,6.95316767488942,6.97313251444584,6.17915995797354,6.63860005010956,6.11265476609147,4.99485680441728,6.09202282524459,5.73100708427747,3.91040367169368,4.52362627549909,4.07341957184108,4.00683176838753,4.01483850854683,5.28367566602925,4.19894519718689,4.34236241641491,4.92879378752177,3.45161124426773,3.80668445430857,4.26665745246068,4.55653265577407,4.08286014591751,4.05923008318959
"ABL1",7.78803497773671,7.59226839868093,7.83272440526704,7.72070085082062,7.72772172937469,7.69350339667677,8.25053497768746,8.01106523246924,8.01671367595872,8.6345220720972,8.78240267019899,8.93045634309964,8.61491781073648,8.45035896577349,8.49767665232794,8.48090895549563,8.72632726245969,8.13393148478238,8.68392284592437,8.22663873521117,8.95210191408424,7.54311176123792,8.9719067506002,8.54485888467556
"IFI6",9.05898456952849,9.26934074389155,9.35313615442863,11.0978459674553,10.8832927662324,10.1096198350206,10.3761114073689,10.6927190904519,10.3800125584146,9.14435783988136,9.22880151818426,9.08464053001001,10.1695108196968,9.93262789530282,9.62061943244555,9.44378324078937,9.63290491282677,8.86020134738881,9.7396553565541,9.63540240636831,9.28668214874591,9.24391828242754,9.5990667936805,10.3513475076801
"MMS22L",6.81718236489972,7.41268177922177,7.62793107152999,5.49636841993575,7.30588278450627,7.07383114550768,6.24438559953406,7.18851593139968,6.84724361889859,4.63748192791657,5.22497448999003,5.82337120757104,4.79615227828209,4.48048979373453,6.70441989925093,5.04968771153135,5.53761716965875,6.22858707996196,4.38742072203059,5.71698928150614,5.78192628586649,3.34251960343916,6.2872304672515,5.70880014363316
"CERS6",7.30832611999573,7.4886935415499,7.49866047348491,7.01067649508156,7.80338489101125,8.29894364510116,7.77131334274598,8.24400805809872,8.22640134641912,9.16380409303927,9.42306143475976,9.33560869688091,8.89358310143709,8.36226007379803,9.36036586835806,8.74020000007125,8.87845236823638,9.27052477750864,8.49309371459192,9.16646433870436,9.5851226568408,7.82410131446144,9.78244675637451,9.69146567507976
"GAB1",8.2620000330979,8.18034789250605,8.63349621480641,8.1584996705638,8.48131710401071,8.61037781291568,8.68574009552382,8.89966784889791,8.96246974029705,7.33606653217428,7.30783663726448,7.30598760198497,7.21410299912456,6.96025629698246,7.53269530175075,7.06091523094763,7.5657270459814,7.56235328873927,6.60437694969279,7.22795539279604,7.60066585717086,6.31890330402137,7.24927672464847,7.11207410341631
"MCOLN2",4.72597194893692,4.35294170760403,4.31483147286558,4.75238034127256,4.92491401674257,5.02366698058577,4.61741936941022,5.41511188087415,5.0890325127236,5.46677511141231,5.71314140009619,5.95665507819558,4.87110583558062,4.29143507449163,5.52903805181836,4.77748520320757,5.14821687611924,4.93523412706579,4.84568528580586,5.50047649709987,5.91796246500403,4.93053578695091,6.79631405803748,6.36242073688498
"COL24A1",5.16391366170763,5.24743586944946,5.40070640971845,5.38954320779407,5.46420212125212,5.63922885882722,4.53563437391738,5.53354316657513,5.28197215595153,6.33517875113069,6.30104045914779,6.34052891242773,5.95174033290972,5.86075371798653,6.45292550948494,6.02832278673061,6.54255462329408,7.48704410310886,6.95262246372485,7.41907028905162,7.60298325222575,5.45213033796491,6.89301605987115,6.7603612315083
"MAMDC2",7.32300814653656,7.71627777808767,7.59781482844021,6.72634313687358,7.91098793523753,6.3198560925136,6.08666114661617,6.18124613351445,6.53993431772979,5.4175288639402,5.52731459794991,5.54974736763183,5.40228006939938,5.0982629200751,5.74025646069911,5.55841633402764,5.29462384093421,4.87499678127063,5.3274202344798,4.87369298042662,5.5908303901006,4.52547772004502,5.14841257080669,4.29790925124053
"RASGRP3",5.70756576421477,6.04734782848181,6.04023247218628,3.31611047676741,5.45794600095204,5.91634932910359,3.77782099017309,5.45506131289934,5.12032948327062,3.44960813228996,3.61895384098303,3.52673180343773,3.83922922544972,3.51308090225094,4.26580443927068,3.52163867949629,3.23773543034584,2.90939660853089,2.97933750171947,3.03050893122552,2.92307578694369,3.39499934215973,2.82808653809419,2.93807254005954
"BAMBI",5.63211151013811,5.72493885473918,5.41501764801922,5.30451485595526,5.42767538446694,5.585314360133,5.88776217033028,6.22762712740919,6.13090613469262,7.07156757233892,7.16838935563601,6.94551923850591,6.42009303828447,6.09851386674436,6.17681440596923,6.49946128957283,6.1889370235804,7.03287306105009,6.91589493321777,6.65351785487225,7.27864714607503,5.46583300676637,6.63401772968174,6.23930160645475
"METTL7A",5.9898940835084,6.31515093550941,6.67020631773369,7.70945066067209,8.11821138388295,8.00603325062855,7.05940378619888,7.87671459068861,8.15830165845152,7.78493379339732,8.11005712684128,8.17186419285279,7.37455196499668,6.94247123147838,8.32317861847639,6.93149400555361,6.61805231922034,8.03353740594074,6.27762886138159,7.19595691856825,7.94493062882765,6.60120961803675,8.40906841292152,8.25438807179932
"MXRA5",9.87211804537724,9.92472380367775,10.5369075704176,10.2053326359483,10.4856029964958,10.8762009213292,10.8862199450895,10.8258181472323,11.0316152424441,7.43534270210643,7.39028460810854,7.34151541062135,9.12105604908343,9.01969985553006,9.75886854781769,9.84524445543834,9.85271411721352,9.1430440667416,7.5730266303367,7.81863668260352,8.18736265588844,7.9671132169787,9.57697637045487,9.39586789982001
"ABI3BP",10.945985833543,10.9499608298928,11.0279342386432,10.9151771065968,10.6595952183266,10.5869323157695,10.5221281067905,10.1799443105213,9.96290357751337,12.2339025034423,12.1802610459735,11.9589186363084,12.3977125590021,12.1963319235506,12.5008830624791,12.3251078287808,12.4339595289491,12.0980312706817,12.2651409800504,12.0082589924571,12.586023931769,12.8288322889792,12.4701096242781,12.609339852222
"GALNT2",7.8196033367222,7.93309104438958,8.17594553723377,7.07966642964714,8.11139428562795,7.57222274661896,7.0425529844346,7.60319333210835,7.63887845989192,8.58574502801283,8.83012235864969,9.69954012667628,8.08313467170564,8.06453952110411,8.45919183835956,7.67906259674081,8.22853303966717,7.81278933175991,7.79895021135189,8.32970616028643,8.71651256642041,6.87377270751445,8.88758292435199,8.64876831133478
"OLFML2B",8.92876505099971,8.53855518460276,8.38509616070385,8.68423403010906,8.61840688045471,8.55736027240089,8.53230782345006,8.31863594989605,8.50611287445935,9.98165679861424,10.1066209155947,9.49629608879613,9.7783087316319,9.15272142786903,9.55656475779947,9.27070265761666,9.78312081515702,9.64692058344743,9.68395328824701,9.34867229906971,9.97648507002536,8.53546874600235,9.42542684768079,9.5163723418823
"GALNT3",4.9971232027878,5.1334478455926,4.91413705761078,4.1167837740922,5.19284007315056,4.60956911366997,3.93159710655449,4.57189990537799,4.41899915329822,2.58664697287507,2.65523680316296,2.39708722584974,2.55573033140843,2.41641585948551,3.01698397962484,2.74678320780813,2.17126588182881,2.74894826669794,2.48792391361423,2.62557737502323,2.28219349327399,2.88939851379033,2.78138824878129,2.54220022252306
"ASPM",7.8966189234268,8.34201910022184,8.15903188277225,7.68374367443206,8.61740042773716,7.80300736592759,6.76045002593131,7.65040871210379,7.41700713162883,4.94566818988183,4.80031907603823,4.71561652213875,5.76487435127689,5.46379507828283,7.30686339367079,6.26048462188625,6.37464044558464,6.68194898158478,4.50210363405745,4.65381145003917,5.24754189338493,5.52865617611874,5.66773340515158,5.48103092594641
"NECTIN3",9.99891262465347,9.89632717154838,10.2292121305033,9.29409320664242,10.1848697960375,9.76436357117044,9.54890900530877,9.70307530502533,9.61504982746653,11.0770546847525,11.1211001146961,11.2131704353133,11.0933228645665,10.5512337869658,11.1913784873503,11.267370839199,11.4014723827992,10.9562139075466,10.501697255234,10.8512133596733,11.3858949649618,9.00492761022705,11.7442081795049,11.509435377431
"ADGRA2",9.28763360322924,9.17361527459234,9.0501528644324,9.72906135539196,8.87945993623303,8.86930018512157,9.61422252194561,9.39699155871181,9.51654077194865,7.83132861021905,8.03815453279025,7.70801703567863,7.51898114030487,7.67489154425694,7.85281797160769,7.46133415122244,7.76320352759627,6.90965902536665,7.15405517591061,7.15030658541316,7.47538522399782,7.97610177685443,7.60385871665626,7.50102860726769
"TSKU",6.9006130163535,7.19140050196817,7.11231511538706,7.96588985177014,7.30803199347674,7.465517390941,8.09150996132427,7.97080770249068,8.04539244273294,9.21312359903403,9.35556774938308,9.281538599286,9.00480360381171,8.96179070531154,8.74211857821894,9.04528251006958,9.03652821017492,8.63272007483743,9.28373589899893,9.0287450459411,9.43767698731938,9.77674542180904,10.0027689799188,9.98212966876921
"MOXD1",7.85854230840239,8.14831758702226,8.61296443708418,8.07217608815738,8.53673723522677,8.88629305403809,8.65637612511811,9.0548380662145,8.97676431068989,6.11836486074245,6.36332409271272,6.7778225695041,4.47172143594056,3.56954263420971,5.19843811333314,4.16135082142498,5.0934836704709,4.80518045209952,5.10204418033364,5.00615894658647,4.97706081280149,4.02049796091408,4.60955252640919,4.7691284111113
"TENM4",6.41074610119079,6.02138193039891,6.54409937915595,7.45158545006575,7.28763205920939,7.4169993915862,8.12023537461291,7.87911383951326,8.16780128094451,5.96415169308079,5.84700783552561,5.73001131846063,6.66514391022718,6.26940942395991,6.75885417858629,6.92708296866044,6.63766408392778,6.28035455528897,6.02744129541743,5.95307283292219,6.01228310335051,6.14816199131426,6.44133169175273,6.2720242407079
"LRIG1",6.17340345481861,6.41350974797841,6.33036159941041,6.39510222144824,6.32357592948796,7.04171889218486,7.5032156120066,7.73066913614091,7.68048525621845,9.61724845801671,9.86659241663228,9.72319236769448,10.8098847380722,10.3929511443803,10.8947076219339,10.9393773194783,10.9015744994929,10.3900728935999,10.6233859508726,10.4838529431848,11.09401016385,9.48000030306717,10.9209799067198,11.0254112762788
"GLCE",7.79769330602734,7.76693606896266,7.72068639030036,7.46325706668794,7.96623227955755,7.56602704753834,7.17246885201185,7.65450152666146,7.69038558933086,6.59794033902512,6.75193674011934,6.68355233177968,7.04701363766608,6.8939732653929,7.39364311526862,6.62151677865461,6.94001283393124,6.81474659511478,6.22407688519803,6.74440527063241,7.069347442342,6.0099629057437,7.36257364856147,7.27583517787041
"SLITRK5",6.44706213160018,6.0625823729664,5.83637287280599,6.31452469353903,6.33337672105243,6.09642897651903,6.0839547433326,5.89126541668997,6.08941463060085,5.19098270253796,5.18807638105662,4.49115704075692,4.91091329230276,4.52742472871575,4.63182572138136,4.32010860821006,4.74380048843438,4.00174136309372,4.86198795765207,4.36184617487239,3.76348757205728,5.53711471341637,4.89251984043469,4.11972049012227
"TANC2",7.94857474780624,7.98148313065515,8.46102774411225,8.26097466941642,8.21538100894499,8.21221807875686,8.15996929102447,7.90778192566462,8.32618374161225,9.12194115723074,9.27290525599364,9.75349018518207,8.40156909123245,8.41481533845582,8.69171077193042,8.65292687202399,8.90705428549569,8.81346322611528,8.72226091738511,8.60794495531288,9.28289754254047,8.81707292565076,9.03166265632219,9.12488817268559
"RIBC2",5.31147580234786,5.8895287943536,5.76306706993122,5.15768806442148,5.37383530861791,5.28446089030439,5.5184139392691,5.51950617338332,5.58206057230828,4.70151203641153,4.5510982635068,4.49711833655441,5.04136645254959,4.16819946942529,4.74124658435114,5.15200659179835,4.89859764654178,4.42298146865916,4.44821634802385,4.11822717039847,4.62885556632798,5.78959642535898,5.15322576447312,4.31566527119916
"GAS1",6.01289715710405,5.83404405407457,5.74871212822027,6.89015774170912,6.06073182292132,6.31515110935004,7.90573468988905,7.02060972531529,7.32634049914357,8.89209080965466,8.78908437106661,7.79593550304012,8.38929741280774,8.03087748702956,7.68934877283159,7.47306709656019,7.41077349386318,6.68761360643707,7.72341335495934,6.50634941038494,7.20364197907218,8.22040150006615,6.9530699708761,7.34536963176323
"GAS6",9.42706867785665,9.46398393500649,9.00131969380357,9.6776570911928,8.79616325433563,8.21993027154461,8.87601171237515,7.97882107772043,8.14673278945144,8.2566060754377,8.15528863210492,7.3347727772359,7.76182612548748,7.98368102101445,7.59487532430512,7.81197280147717,7.53060887458222,7.27611626867423,7.85461130632088,6.81156047192218,7.1498893652064,8.4340068988631,7.34427706813407,7.32118755186541
"PHGDH",9.62926924049723,9.80255177360328,9.63137927602427,7.99792070560444,8.72631487793462,9.95236810680494,9.77174763821597,10.1521194227011,10.1341643231752,6.40598507847023,7.10493343569249,6.80600945320117,6.79049359838163,6.67952908706441,7.88974208534735,6.9714011663673,7.56341350239161,6.46153930766659,5.7877522956046,5.90759396296044,6.36595988018861,6.29163963560647,6.6058698191117,6.89399823268699
"FBXO5",6.40543613539553,6.69195865398097,7.04512661803291,5.95071728166517,6.69472164791074,6.53474039675646,5.62451927974615,6.26394511373088,6.07636040726311,3.50765226234508,3.937395912859,3.40212643716497,3.49065818786339,3.45604069884836,4.98681225510026,3.67394470327633,4.22209213695274,4.45440972262262,3.46696656685084,3.70490378733747,3.97389785663468,2.55428914646792,3.99598805156171,4.05054876946377
"SACS",8.15850546064863,8.23676438962345,8.77213247554568,7.52823098528856,8.18494385580342,8.14725958826558,7.84508337674702,7.95273515851154,8.16110169321744,6.70650232717148,7.07020743312521,7.41319094259781,7.19184903080531,6.94833738420375,7.49960478865907,6.96359633657383,7.22923695423366,7.62742494810407,6.44514764588907,6.98566952868281,7.47722903557176,5.89245208147974,7.2377341772395,7.22667833574424
"AK5",9.18654904554378,9.16517094600332,9.41785243316152,9.03318629097553,9.6932066328663,9.34209408642565,8.89248399991864,9.28483366883985,9.1945167297837,6.16161491807458,7.00713402477989,6.82227358899821,6.81036150344809,6.6896170204933,8.19788058589626,7.36412937380188,7.93075240260408,7.4400114692909,6.36399842070974,7.01669456696451,7.188540586841,4.48952269766713,7.9090331717481,7.80519339427699
"GBP1",7.99111317328099,8.16943765819076,8.38399207619326,6.99919533453869,8.25726338812974,8.24666511112565,8.03201640382195,8.20068974248915,8.17147377857606,7.01773524861706,6.75621929950356,7.17841443203851,7.06855507136463,6.39614678693101,7.52699458514037,6.2515778517992,6.35440709859116,7.67831248837647,6.20801199358531,6.69486957695849,6.85306349966196,5.2414858766894,6.67449580981878,6.78500277881525
"GBP3",8.85287744441142,9.03797393573514,9.01218600349719,9.01312259008393,9.42010210797906,9.20246474190347,8.89309590627455,9.16035488781522,9.11470915705248,7.59656148397515,7.57520440979151,7.37565637575397,7.62990886666804,7.58872339276371,8.20425770466465,7.11598990782387,7.5679330866907,7.9746696235013,6.70404502027418,7.31812535391886,7.53182048523739,6.77352612780512,7.84614121213331,7.73766244425771
"GCNT1",4.26451371995642,4.68294351179998,4.79911213044688,4.20771680961918,4.83767127395997,4.03948731339352,3.82983413226681,4.18611520513664,4.19639607721506,5.45813507765271,6.03937886706035,6.11190896750005,5.35815805426517,4.82957723007056,6.18660875759294,5.28345579759496,5.99341986107971,5.14207110181253,5.20914713926938,5.75581077581898,5.39333363222447,4.55888135203062,6.32178435907877,6.44165784996933
"SLC17A5",6.80221934176638,6.888755210939,7.18021994377687,6.62848374278135,7.05911265634962,7.00420634962691,6.82218008722405,7.10702577621761,7.1145725872899,8.56813458441512,8.45576898916727,8.58983800248851,7.88948901911367,7.86336998952434,8.24729669727834,8.18182073262728,8.34744946767664,8.30976876726266,7.68814824892897,8.13640169097886,8.24698613625709,7.18754621103564,8.74554209869033,8.58695145672852
"MYOF",10.7565298687291,10.9062287330216,11.23518557778,10.1738482776724,11.1184278005563,10.9557063056574,10.468092751949,10.863570072045,10.9918708870692,9.29793021523137,9.51434711923599,9.89013296393056,9.31936486095486,8.74154556093502,9.86062834532331,8.97051290707454,9.20693584109492,9.57206983838282,8.62731223112517,9.34892977852881,9.6730385334022,7.96810169234178,9.96962567892795,9.90569963251775
"BSCL2",8.49711255949015,8.76791093392668,9.06733764653107,9.09819431070439,9.36709737528927,9.16751277445388,8.97978116119895,9.35365942667838,9.40712514916499,9.6828765337953,9.99876682745854,10.0929980186817,9.96540650032296,9.72491368841872,10.0258067900815,9.91561481672788,9.94724631440989,9.55680074918453,9.29579073671787,9.42642277246706,9.94836423395281,9.2395036952875,10.4575700158726,10.4368551336836
