"","D3.NONE.1","D3.NONE.2","D3.NONE.3","D7.NONE.1","D7.NONE.2","D7.NONE.3","D11.NONE.1","D11.NONE.2","D11.NONE.3","D3.1.1","D3.1.2","D3.1.3","D7.0.1.1","D7.0.1.2","D7.0.1.3","D7.1.1","D7.1.2","D7.1.3","D7.10.1","D7.10.2","D7.10.3","D11.1.1","D11.1.2","D11.1.3"
"TC1500008135.hg.1",6.63251371206461,6.52281208428622,6.53573354000014,6.42857925398492,7.08863175435245,6.64045183941687,6.53690307195761,6.93271910160596,6.70213406752773,7.24384032536019,7.37002983453399,7.77703965901954,7.1150584462436,7.00891532083192,7.12767593705894,6.92797510036073,6.9807542685129,7.47023752562249,7.39263710483529,7.3786445638924,8.02584157933858,7.37217051680355,7.42407662266998,7.30797817280747
"TC0500013222.hg.1",4.53489433604277,3.92759456767982,3.92696231245232,3.9538979789589,3.50838582181164,3.66448426277693,4.23793544272187,3.72349203779546,3.58523211665168,4.06586610138315,3.78759999632066,3.80149868999647,4.51765868873731,4.42373214599797,4.01311046525778,3.76814909921052,4.18247699655088,4.42016562411907,4.83669511507838,4.16268029995391,4.64416151741994,4.5488434824161,4.75101596466844,4.79789505568344
"TC0500007681.hg.1",4.61217995508105,4.99279909958745,5.52567545156635,4.88367873400745,5.90204961423181,5.53892668563078,5.13837946107162,5.53691069072127,5.62207184545482,4.4316479352204,5.16541114605478,5.18810114319842,3.96822484420147,3.71474804144048,5.15947497186368,4.8161863742411,4.86498874811292,4.78250270641054,4.44710840422212,4.55012375413213,5.11460886425116,4.31243713413089,4.75986269074518,4.4858359949961
"TC1500010787.hg.1",6.58437602270246,7.17657947979327,7.45817771144672,5.06832138052535,7.3602940926091,7.75285613462711,6.59642856470509,7.88866727502503,7.62657980077093,6.10147674336358,6.49734242963196,6.89900460772589,6.1886189092005,5.64572727733171,6.88562552646195,5.65258560848681,5.89704171793446,7.03200207771096,4.97234188500789,6.53670452610814,6.66717074591698,4.45806725809535,6.79654447809782,6.46301668531723
"TC0600014101.hg.1",8.00941461802439,8.42603350322882,8.38085485534108,8.1906120271126,8.06985017896613,7.63606152978472,7.14844052278646,7.55263094439361,7.52035308722665,9.06315395622285,9.00019859854858,9.3902771650058,9.07640541739752,8.62085421800017,9.14013664511171,9.26036657053448,9.29798429868158,9.03705167732407,8.67735052189256,8.66461987977273,9.12593709396893,8.77682509234504,9.12587422222538,9.11439959128489
"TC1900006865.hg.1",7.67237822339919,6.87634431880406,6.61859935085333,8.18393104260232,6.71003385996355,6.96083121170139,7.26105513030094,6.76124780583696,6.7975256537838,7.73871828644407,7.55502636347282,7.26456924865903,7.64004118149755,7.03103597919284,6.64423474295087,8.01978702303869,7.54516693870906,6.7096214634348,7.68489413235382,7.40900115583972,6.96413267866473,8.66450227522988,7.01008416295822,7.09051928261434
"TC0300009337.hg.1",9.76754229980803,10.1058445139566,9.97954746415925,9.10365263449689,10.1487711160092,9.66063662957803,8.92184781725161,9.69246795130093,9.37560696874127,7.59842679900673,7.62968382034152,8.13513646282468,7.67695857369497,7.59854646141216,9.24773484606554,8.06701002706538,8.3799607525608,8.61118052774515,6.93919199198459,7.96106687466595,8.20836830006269,6.29680749795112,8.42802846810561,8.24917518110891
"TC1700010847.hg.1",7.83375511702606,8.11502316412612,7.99598482399403,7.52234489763737,7.78939976212017,7.65621457559227,7.42899420802144,7.6202165215901,7.74502536339141,7.22981406713041,7.24950455983926,7.15468448296896,6.67145178908821,6.65547585337514,7.12983188249806,6.90550253805515,6.80625684196686,7.04957649235738,6.43953265683747,6.71680320049655,6.83954434379539,5.5918779731245,6.67617465397875,6.59598953733641
"TC0900012155.hg.1",6.11219106565758,6.67616252011717,6.88087048295586,5.34754040571841,6.20812252300167,6.60925489242689,5.55445793859255,6.60512470176091,6.66460874690115,5.62590961226,5.98446652811071,5.98743443060816,5.88773288080843,5.63694106353226,6.660890270231,5.2157186690212,5.62338164318414,6.5503055408636,5.29185789781989,6.16134244021812,6.24461260086197,5.59401691444231,6.11256102939184,5.97083976912967
"TC0700013592.hg.1",5.71952706585727,5.72850707028441,5.06086462885799,5.94518780141252,5.18107498488948,5.30836885907983,5.97183442637032,5.50159619684444,5.26428564948755,5.97430134719169,5.9098766139895,5.59856539821987,5.56503527300989,5.36942415606368,5.36237556833248,5.46197269783595,5.89475416760717,4.76205660763056,6.10968719814046,5.64397289267874,5.00976927467113,6.48193277116924,5.10357973209152,5.33096258075854
